CMFILE,DEATHSA,DEATHSB,DISPUTE,FATALAPC,FATALBPC,RIVALA,RIVALB,RIVALRY,RIVNUMB,RIVTYP2,SEVERITY,WARNUMB
cm040255v5,.,.,3880,0,0,40,255,40255,147,1,6,.
cm040325v5,.,.,3519,0,0,40,325,40325,148,1,6,.
cm040482v5,.,.,2150,0,0,40,482,40482,149,1,95,.
cm040490v5,.,.,1441,0,0,40,490,40490,150,1,95,.
cm040490v5,.,.,2150,56,57,40,490,40490,150,1,150,.
cm040520v5,700,3500,2069,700,980,40,520,40520,151,1,178,189
cm040551v5,.,.,1441,0,0,40,551,40551,152,1,53,.
cm040560v5,.,.,1441,0,0,40,560,40560,153,1,95,.
cm040600v5,.,.,2150,0,0,40,600,40600,154,1,95,.
cm040600v5,.,.,2969,0,0,40,600,40600,154,1,6,.
cm040651v5,.,.,2150,0,0,40,651,40651,155,1,95,.
cm040740v5,.,.,3519,0,0,40,740,40740,156,1,6,.
cm041042v5,.,.,1120,0,0,41,42,41042,157,1,29,.
cm041042v5,.,.,1207,0,0,41,42,41042,157,1,53,.
cm041042v5,.,.,1112,0,0,41,42,41042,158,1,4,.
cm041042v5,.,.,2041,0,0,41,42,41042,158,1,4,.
cm041042v5,.,.,1002,0,0,41,42,41042,159,1,53,.
cm041042v5,.,.,2354,0,0,41,42,41042,160,2,4,.
cm041042v5,.,.,2736,0,0,41,42,41042,160,2,4,.
cm041042v5,.,.,4016,0,0,41,42,41042,160,2,53,.
cm041160v5,.,.,4016,0,0,41,160,41160,161,1,53,.
cm041200v5,.,.,1683,0,0,41,200,41200,162,2,22,.
cm041200v5,.,.,2683,0,0,41,200,41200,162,2,4,.
cm041200v5,.,.,3136,0,0,41,200,41200,162,2,4,.
cm041200v5,.,.,1002,0,0,41,200,41200,163,1,53,.
cm041200v5,.,.,4016,0,0,41,200,41200,164,1,53,.
cm041210v5,.,.,4016,0,0,41,210,41210,165,1,53,.
cm041220v5,.,.,4016,0,0,41,220,41220,166,1,53,.
cm041255v5,.,.,3513,0,0,41,255,41255,170,1,6,.
cm041255v5,.,.,95,0,0,41,255,41255,10167,2,4,.
cm041255v5,.,.,1632,0,0,41,255,41255,10167,2,6,.
cm041255v5,.,.,1648,0,0,41,255,41255,10167,2,4,.
cm041255v5,.,.,2234,0,0,41,255,41255,10167,2,4,.
cm041310v5,.,.,3513,0,0,41,310,41310,171,1,6,.
cm041325v5,.,.,3513,0,0,41,325,41325,172,1,6,.
cm041355v5,.,.,3513,0,0,41,355,41355,173,1,6,.
cm041360v5,.,.,3513,0,0,41,360,41360,174,1,95,.
cm041360v5,.,.,3878,0,0,41,360,41360,174,1,6,.
cm041740v5,.,.,3513,0,0,41,740,41740,175,1,6,.
cm042101v5,.,.,1114,0,0,42,101,42101,176,1,6,.
cm042220v5,.,.,68,0,0,42,220,42220,177,1,2,.
cm042220v5,.,.,1644,0,0,42,220,42220,177,1,4,.
cm042255v5,.,.,3520,0,0,42,255,42255,178,1,6,.
cm042325v5,.,.,3520,0,0,42,325,42325,179,1,6,.
cm042740v5,.,.,3520,0,0,42,740,42740,180,1,6,.
cm051055v5,.,.,3058,129,44,51,55,51055,181,1,155,.
cm052101v5,.,.,4149,0,0,52,101,52101,182,2,6,.
cm052101v5,.,.,4154,0,0,52,101,52101,182,2,6,.
cm052101v5,.,.,4155,0,0,52,101,52101,182,2,6,.
cm053055v5,.,.,3058,129,44,53,55,53055,183,1,155,.
cm054055v5,.,.,3058,129,44,54,55,54055,184,1,155,.
cm055056v5,.,.,3058,0,0,55,56,55056,185,1,95,.
cm055057v5,.,.,3058,0,0,55,57,55057,186,1,95,.
cm055058v5,.,.,3058,0,0,55,58,55058,187,1,95,.
cm070090v5,.,.,1535,751,343,70,90,70090,188,1,174,.
cm070090v5,.,.,1124,0,0,70,90,70090,189,1,53,.
cm070090v5,.,.,2348,0,0,70,90,70090,190,1,6,.
cm070090v5,.,.,2350,0,0,70,90,70090,190,1,6,.
cm070093v5,.,.,1203,0,0,70,93,70093,191,1,53,.
cm070200v5,.,.,135,0,0,70,200,70200,192,1,95,.
cm070200v5,.,.,2310,0,0,70,200,70200,193,1,6,.
cm070200v5,.,.,2311,0,0,70,200,70200,193,1,4,.
cm070220v5,12000,8000,135,12000,8000,70,220,70220,10194,1,197,40
cm070220v5,.,.,160,13,13,70,220,70220,10194,1,133,.
cm070230v5,.,.,135,0,0,70,230,70230,196,1,95,.
cm070230v5,.,.,2313,0,0,70,230,70230,197,1,4,.
cm070255v5,.,.,2312,0,0,70,255,70255,198,1,4,.
cm070255v5,.,.,3524,0,0,70,255,70255,199,1,6,.
cm070255v5,.,.,3831,0,0,70,255,70255,199,1,6,.
cm070255v5,.,.,3877,0,0,70,255,70255,199,1,95,.
cm070325v5,.,.,3524,0,0,70,325,70325,200,1,6,.
cm070325v5,.,.,3877,0,0,70,325,70325,200,1,6,.
cm070740v5,.,.,3524,0,0,70,740,70740,201,1,6,.
cm080090v5,.,.,4014,0,0,80,90,80090,202,2,29,.
cm080090v5,.,.,4015,0,0,80,90,80090,202,2,29,.
cm080090v5,.,.,4150,0,0,80,90,80090,202,2,29,.
cm080090v5,.,.,4151,0,0,80,90,80090,202,2,53,.
cm080090v5,.,.,4152,0,0,80,90,80090,202,2,4,.
cm090091v5,.,.,1204,0,0,90,91,90091,10203,1,53,.
cm090091v5,400,300,1205,200,300,90,91,90091,10203,1,167,88
cm090091v5,.,.,1169,13,13,90,91,90091,11203,1,133,.
cm090091v5,.,.,1175,0,0,90,91,90091,11203,1,53,.
cm090092v5,.,.,1171,13,13,90,92,90092,206,1,133,.
cm090092v5,.,.,2942,0,0,90,92,90092,207,1,6,.
cm090092v5,400,300,1205,200,300,90,92,90092,100204,2,167,88
cm090092v5,2000,2000,1533,2000,2000,90,92,90092,100204,2,186,60
cm090092v5,.,.,1534,13,13,90,92,90092,100204,2,133,.
cm090092v5,800,200,1535,91,200,90,92,90092,100204,2,161,70
cm090093v5,.,.,1205,0,0,90,93,90093,208,1,83,.
cm090200v5,.,.,238,0,0,90,200,90200,209,1,4,.
cm090200v5,.,.,360,0,0,90,200,90200,210,2,29,.
cm090200v5,.,.,2139,0,0,90,200,90200,210,2,29,.
cm090200v5,.,.,2319,0,0,90,200,90200,210,2,29,.
cm090230v5,.,.,2046,0,0,90,230,90230,211,1,4,.
cm090255v5,.,.,2647,0,0,90,255,90255,212,1,6,.
cm090255v5,.,.,3522,0,0,90,255,90255,213,1,6,.
cm090325v5,.,.,3522,0,0,90,325,90325,214,1,6,.
cm090740v5,.,.,3522,0,0,90,740,90740,215,1,6,.
cm091092v5,.,.,1190,0,0,91,92,91092,218,2,95,.
cm091092v5,1200,700,1206,1200,700,91,92,91092,218,2,180,175
cm091092v5,.,.,2352,0,0,91,92,91092,218,2,4,.
cm091092v5,.,.,3904,13,13,91,92,91092,218,2,133,.
cm091092v5,.,.,4010,0,0,91,92,91092,218,2,4,.
cm091092v5,.,.,1176,0,0,91,92,91092,10216,1,29,.
cm091093v5,.,.,1168,63,63,91,93,91093,219,2,152,.
cm091093v5,.,.,1170,0,0,91,93,91093,219,2,95,.
cm091093v5,.,.,1195,0,0,91,93,91093,219,2,53,.
cm091093v5,300,400,1202,300,200,91,93,91093,219,2,167,91
cm091093v5,.,.,1203,0,0,91,93,91093,219,2,53,.
cm091093v5,.,.,2040,0,0,91,93,91093,219,2,4,.
cm091093v5,.,.,1173,0,0,91,93,91093,10220,2,95,.
cm091093v5,.,.,2325,0,0,91,93,91093,10220,2,95,.
cm091093v5,.,.,2344,13,13,91,93,91093,10220,2,133,.
cm091093v5,.,.,2347,0,0,91,93,91093,10220,2,29,.
cm091093v5,.,.,2353,0,0,91,93,91093,10220,2,6,.
cm091093v5,.,.,2771,0,0,91,93,91093,10220,2,4,.
cm091093v5,.,.,3905,13,13,91,93,91093,10220,2,133,.
cm091093v5,.,.,3988,0,0,91,93,91093,10220,2,95,.
cm091093v5,.,.,4011,0,0,91,93,91093,10220,2,95,.
cm091093v5,.,.,4012,0,0,91,93,91093,10220,2,2,.
cm091093v5,.,.,4140,0,0,91,93,91093,10220,2,53,.
cm091093v5,.,.,4141,0,0,91,93,91093,10220,2,95,.
cm091093v5,.,.,4171,0,0,91,93,91093,10220,2,95,.
cm091093v5,.,.,4259,0,0,91,93,91093,10220,2,4,.
cm091093v5,.,.,4327,0,0,91,93,91093,10220,2,4,.
cm091200v5,.,.,1734,0,0,91,200,91200,222,1,6,.
cm091255v5,.,.,2646,0,0,91,255,91255,223,1,6,.
cm091255v5,.,.,3523,0,0,91,255,91255,224,1,6,.
cm091255v5,.,.,3882,0,0,91,255,91255,224,1,6,.
cm091325v5,.,.,3523,0,0,91,325,91325,225,1,6,.
cm091740v5,.,.,3523,0,0,91,740,91740,226,1,6,.
cm092093v5,300,400,1202,300,200,92,93,92093,227,2,167,91
cm092093v5,.,.,1203,0,0,92,93,92093,227,2,95,.
cm092093v5,.,.,1204,0,0,92,93,92093,227,2,53,.
cm092093v5,.,.,4153,0,0,92,93,92093,228,1,6,.
cm092255v5,.,.,3521,0,0,92,255,92255,229,1,6,.
cm092325v5,.,.,2045,0,0,92,325,92325,230,1,4,.
cm092325v5,.,.,3521,0,0,92,325,92325,231,1,6,.
cm092740v5,.,.,3521,0,0,92,740,92740,232,1,6,.
cm093094v5,.,.,1193,0,0,93,94,93094,233,2,95,.
cm093094v5,.,.,2042,0,0,93,94,93094,233,2,4,.
cm093094v5,.,.,2339,0,0,93,94,93094,233,2,95,.
cm093094v5,.,.,2340,0,0,93,94,93094,233,2,29,.
cm093094v5,.,.,2346,13,13,93,94,93094,234,2,133,.
cm093094v5,.,.,2349,0,0,93,94,93094,234,2,6,.
cm093094v5,.,.,2546,13,13,93,94,93094,234,2,133,.
cm093094v5,.,.,2573,0,0,93,94,93094,234,2,95,.
cm093094v5,.,.,2735,0,0,93,94,93094,234,2,95,.
cm093094v5,.,.,3013,0,0,93,94,93094,234,2,53,.
cm093094v5,.,.,4146,0,0,93,94,93094,234,2,95,.
cm093094v5,.,.,4147,0,0,93,94,93094,234,2,29,.
cm093100v5,.,.,1196,0,0,93,100,93100,235,1,12,.
cm093100v5,.,.,3120,0,0,93,100,93100,236,1,4,.
cm093100v5,.,.,4145,0,0,93,100,93100,237,1,6,.
cm093100v5,.,.,4263,0,0,93,100,93100,237,1,6,.
cm093255v5,.,.,522,0,0,93,255,93255,238,1,6,.
cm093255v5,.,.,3514,0,0,93,255,93255,239,1,6,.
cm093300v5,.,.,522,0,0,93,300,93300,240,1,6,.
cm093310v5,.,.,1614,0,0,93,310,93310,241,1,6,.
cm093310v5,.,.,3514,0,0,93,310,93310,241,1,6,.
cm093325v5,.,.,3514,0,0,93,325,93325,242,1,6,.
cm093355v5,.,.,1614,0,0,93,355,93355,243,1,6,.
cm093355v5,.,.,3514,0,0,93,355,93355,243,1,6,.
cm093360v5,.,.,1614,0,0,93,360,93360,244,1,6,.
cm093360v5,.,.,3514,0,0,93,360,93360,244,1,95,.
cm093740v5,.,.,3514,0,0,93,740,93740,245,1,6,.
cm094095v5,.,.,158,0,0,94,95,94095,246,1,95,.
cm094095v5,.,.,2770,0,0,94,95,94095,247,1,6,.
cm094255v5,.,.,3518,0,0,94,255,94255,248,1,6,.
cm094325v5,.,.,3518,0,0,94,325,94325,249,1,6,.
cm094740v5,.,.,3518,0,0,94,740,94740,250,1,6,.
cm095255v5,.,.,3525,0,0,95,255,95255,251,1,6,.
cm095255v5,.,.,3855,0,0,95,255,95255,251,1,6,.
cm095255v5,.,.,3881,0,0,95,255,95255,251,1,6,.
cm095255v5,.,.,3887,0,0,95,255,95255,251,1,6,.
cm095325v5,.,.,2306,0,0,95,325,95325,10252,1,6,.
cm095325v5,.,.,3525,0,0,95,325,95325,10253,1,6,.
cm095325v5,.,.,3854,0,0,95,325,95325,10253,1,6,.
cm095740v5,.,.,3525,0,0,95,740,95740,255,1,6,.
cm100101v5,.,.,1174,0,0,100,101,100101,256,1,95,.
cm100101v5,.,.,2342,0,0,100,101,100101,256,1,95,.
cm100101v5,.,.,2323,0,0,100,101,100101,257,2,95,.
cm100101v5,.,.,2356,0,0,100,101,100101,257,2,2,.
cm100101v5,.,.,2768,0,0,100,101,100101,257,2,95,.
cm100101v5,.,.,2812,0,0,100,101,100101,257,2,53,.
cm100101v5,.,.,4009,0,0,100,101,100101,257,2,6,.
cm100101v5,.,.,4172,0,0,100,101,100101,257,2,6,.
cm100101v5,.,.,4219,0,0,100,101,100101,257,2,6,.
cm100101v5,.,.,4262,0,0,100,101,100101,257,2,6,.
cm100130v5,300,700,1519,300,700,100,130,100130,258,2,174,43
cm100130v5,.,.,1520,63,63,100,130,100130,258,2,152,.
cm100130v5,.,.,1521,0,0,100,130,100130,258,2,6,.
cm100130v5,.,.,2051,0,0,100,130,100130,259,1,2,.
cm100135v5,.,.,1139,63,63,100,135,100135,260,2,152,.
cm100135v5,.,.,1141,0,0,100,135,100135,260,2,29,.
cm100135v5,.,.,1160,0,0,100,135,100135,260,2,53,.
cm100135v5,.,.,1161,13,13,100,135,100135,260,2,133,.
cm100135v5,.,.,1162,0,0,100,135,100135,260,2,95,.
cm100135v5,.,.,1506,0,0,100,135,100135,260,2,2,.
cm100135v5,.,.,1523,0,0,100,135,100135,260,2,4,.
cm100135v5,.,.,1597,0,0,100,135,100135,260,2,6,.
cm100135v5,.,.,1598,0,0,100,135,100135,260,2,4,.
cm100140v5,.,.,2050,0,0,100,140,100140,263,1,4,.
cm100200v5,.,.,1623,0,0,100,200,100200,10265,2,6,.
cm100200v5,.,.,1757,0,0,100,200,100200,10265,2,4,.
cm100200v5,.,.,2243,0,0,100,200,100200,10265,2,6,.
cm100220v5,.,.,1753,0,0,100,220,100220,267,1,95,.
cm100255v5,.,.,1789,0,0,100,255,100255,268,1,22,.
cm100255v5,.,.,3517,0,0,100,255,100255,268,1,6,.
cm100255v5,.,.,3886,0,0,100,255,100255,268,1,6,.
cm100325v5,.,.,1764,0,0,100,325,100325,10269,2,53,.
cm100325v5,.,.,2004,0,0,100,325,100325,10269,2,2,.
cm100325v5,.,.,2341,0,0,100,325,100325,10269,2,4,.
cm100710v5,140,422612,51,80,347,100,710,100710,271,1,165,151
cm100731v5,140,316579,51,60,260,100,731,100731,272,1,162,151
cm101110v5,.,.,1166,0,0,101,110,101110,10273,2,6,.
cm101110v5,.,.,2237,0,0,101,110,101110,10273,2,29,.
cm101110v5,.,.,2239,0,0,101,110,101110,10273,2,29,.
cm101110v5,.,.,2240,0,0,101,110,101110,10273,2,95,.
cm101110v5,.,.,2317,0,0,101,110,101110,10273,2,4,.
cm101110v5,.,.,3085,0,0,101,110,101110,10273,2,6,.
cm101110v5,.,.,4260,0,0,101,110,101110,10273,2,29,.
cm101155v5,.,.,1506,0,0,101,155,101155,276,1,29,.
cm101200v5,.,.,1628,0,0,101,200,101200,277,1,6,.
cm101200v5,.,.,1630,0,0,101,200,101200,277,1,6,.
cm101200v5,.,.,2237,0,0,101,200,101200,280,1,12,.
cm101200v5,.,.,254,0,0,101,200,101200,10278,2,95,.
cm101200v5,.,.,1637,0,0,101,200,101200,10278,2,4,.
cm101200v5,.,.,1639,0,0,101,200,101200,10278,2,22,.
cm101200v5,.,.,2338,0,0,101,200,101200,10278,2,6,.
cm101210v5,.,.,1493,0,0,101,210,101210,281,2,53,.
cm101210v5,.,.,1494,0,0,101,210,101210,281,2,6,.
cm101210v5,.,.,1495,0,0,101,210,101210,281,2,4,.
cm101210v5,.,.,1497,0,0,101,210,101210,281,2,53,.
cm101210v5,.,.,1063,0,0,101,210,101210,282,1,95,.
cm101220v5,.,.,1628,0,0,101,220,101220,283,1,6,.
cm101220v5,.,.,310,0,0,101,220,101220,284,1,4,.
cm101255v5,.,.,254,0,0,101,255,101255,285,1,95,.
cm101255v5,.,.,3714,0,0,101,255,101255,286,1,6,.
cm101255v5,.,.,3883,0,0,101,255,101255,286,1,6,.
cm101325v5,.,.,254,0,0,101,325,101325,287,1,95,.
cm101365v5,.,.,2922,0,0,101,365,101365,288,1,6,.
cm101740v5,.,.,3714,0,0,101,740,101740,289,1,6,.
cm110115v5,.,.,2318,0,0,110,115,110115,10290,2,4,.
cm110115v5,.,.,2326,0,0,110,115,110115,10290,2,95,.
cm110115v5,.,.,4156,0,0,110,115,110115,10290,2,29,.
cm110115v5,.,.,4157,0,0,110,115,110115,10290,2,4,.
cm110140v5,.,.,1189,0,0,110,140,110140,292,1,4,.
cm130135v5,.,.,1593,13,13,130,135,130135,293,1,133,.
cm130135v5,.,.,1145,13,13,130,135,130135,294,2,133,.
cm130135v5,.,.,1147,0,0,130,135,130135,294,2,53,.
cm130135v5,.,.,1148,0,0,130,135,130135,294,2,6,.
cm130135v5,.,.,1149,0,0,130,135,130135,294,2,4,.
cm130135v5,.,.,1150,0,0,130,135,130135,294,2,4,.
cm130135v5,.,.,1151,13,13,130,135,130135,294,2,133,.
cm130135v5,.,.,1152,0,0,130,135,130135,294,2,95,.
cm130135v5,.,.,1153,13,13,130,135,130135,294,2,133,.
cm130135v5,.,.,1154,175,175,130,135,130135,294,2,163,.
cm130135v5,.,.,1155,13,13,130,135,130135,294,2,133,.
cm130135v5,.,.,1156,0,0,130,135,130135,294,2,53,.
cm130135v5,.,.,1157,0,0,130,135,130135,294,2,29,.
cm130135v5,.,.,1596,0,0,130,135,130135,294,2,53,.
cm130135v5,.,.,2051,0,0,130,135,130135,294,2,2,.
cm130135v5,.,.,2121,0,0,130,135,130135,294,2,29,.
cm130135v5,.,.,2122,0,0,130,135,130135,294,2,4,.
cm130135v5,.,.,2123,0,0,130,135,130135,294,2,95,.
cm130135v5,.,.,2124,0,0,130,135,130135,294,2,6,.
cm130135v5,.,.,2125,0,0,130,135,130135,294,2,29,.
cm130135v5,.,.,2126,0,0,130,135,130135,294,2,95,.
cm130135v5,.,.,2127,0,0,130,135,130135,294,2,29,.
cm130135v5,.,.,2118,13,13,130,135,130135,295,2,133,.
cm130135v5,.,.,2119,63,63,130,135,130135,295,2,152,.
cm130135v5,.,.,2120,13,13,130,135,130135,295,2,133,.
cm130135v5,.,.,3987,0,0,130,135,130135,295,2,29,.
cm130135v5,.,.,4013,175,175,130,135,130135,295,2,163,.
cm130135v5,.,.,4143,0,0,130,135,130135,295,2,95,.
cm130135v5,.,.,4144,0,0,130,135,130135,295,2,95,.
cm130135v5,.,.,4189,0,0,130,135,130135,295,2,53,.
cm130230v5,.,.,1482,375,97,130,230,130230,296,1,166,.
cm135140v5,.,.,1163,13,13,135,140,135140,297,1,133,.
cm135140v5,.,.,1164,0,0,135,140,135140,298,1,6,.
cm135140v5,.,.,2050,0,0,135,140,135140,299,1,4,.
cm135145v5,.,.,2320,0,0,135,145,135145,300,1,6,.
cm135145v5,.,.,1180,13,13,135,145,135145,301,1,133,.
cm135145v5,.,.,2321,0,0,135,145,135145,301,1,6,.
cm135155v5,.,.,1191,0,0,135,155,135155,304,2,95,.
cm135155v5,.,.,2143,0,0,135,155,135155,304,2,29,.
cm135155v5,.,.,3018,0,0,135,155,135155,304,2,29,.
cm135155v5,.,.,1181,0,0,135,155,135155,10302,2,29,.
cm135155v5,.,.,1184,0,0,135,155,135155,10302,2,95,.
cm135155v5,.,.,1503,0,0,135,155,135155,10302,2,4,.
cm135155v5,.,.,1515,0,0,135,155,135155,10302,2,4,.
cm135155v5,10000,3000,1518,10000,2727,135,155,135155,10302,2,194,64
cm135155v5,.,.,1523,0,0,135,155,135155,10302,2,2,.
cm135155v5,.,.,2048,0,0,135,155,135155,10302,2,6,.
cm135155v5,.,.,2242,0,0,135,155,135155,10302,2,2,.
cm135230v5,.,.,1498,0,0,135,230,135230,305,1,4,.
cm135230v5,600,300,1482,480,124,135,230,135230,306,2,169,52
cm135230v5,.,.,1563,0,0,135,230,135230,306,2,53,.
cm135230v5,.,.,1594,0,0,135,230,135230,306,2,6,.
cm135230v5,.,.,1595,0,0,135,230,135230,306,2,4,.
cm135255v5,.,.,3507,0,0,135,255,135255,307,1,6,.
cm135740v5,.,.,3507,0,0,135,740,135740,308,1,6,.
cm140145v5,.,.,1178,0,0,140,145,140145,309,1,53,.
cm140145v5,.,.,2145,0,0,140,145,140145,310,1,4,.
cm140150v5,.,.,1587,0,0,140,150,140150,311,2,95,.
cm140150v5,.,.,1588,0,0,140,150,140150,311,2,53,.
cm140150v5,.,.,1589,0,0,140,150,140150,311,2,29,.
cm140150v5,100000,200000,1590,100000,181818,140,150,140150,311,2,203,49
cm140150v5,.,.,2236,0,0,140,150,140150,311,2,53,.
cm140150v5,.,.,2146,0,0,140,150,140150,312,1,4,.
cm140150v5,.,.,2316,0,0,140,150,140150,312,1,95,.
cm140160v5,500,800,1528,500,800,140,160,140160,313,1,176,19
cm140160v5,.,.,1526,0,0,140,160,140160,314,2,53,.
cm140160v5,.,.,1527,0,0,140,160,140160,314,2,12,.
cm140160v5,.,.,2044,0,0,140,160,140160,314,2,29,.
cm140160v5,.,.,2983,0,0,140,160,140160,315,1,6,.
cm140200v5,.,.,1622,0,0,140,200,140200,316,1,2,.
cm140200v5,.,.,1624,0,0,140,200,140200,317,2,6,.
cm140200v5,.,.,1625,0,0,140,200,140200,317,2,6,.
cm140200v5,.,.,1627,0,0,140,200,140200,317,2,95,.
cm140200v5,.,.,1740,0,0,140,200,140200,317,2,6,.
cm140200v5,.,.,1762,0,0,140,200,140200,317,2,95,.
cm140200v5,.,.,2013,0,0,140,200,140200,317,2,6,.
cm140200v5,.,.,1645,0,0,140,200,140200,318,1,6,.
cm140200v5,.,.,3864,0,0,140,200,140200,319,1,6,.
cm140220v5,.,.,1752,0,0,140,220,140220,320,1,4,.
cm140220v5,.,.,1646,0,0,140,220,140220,321,1,4,.
cm140220v5,.,.,1647,0,0,140,220,140220,321,1,95,.
cm140220v5,.,.,624,0,0,140,220,140220,322,1,29,.
cm140255v5,.,.,400,0,0,140,255,140255,323,1,95,.
cm140255v5,1000,3500000,258,261,320,140,255,140255,10324,1,168,139
cm140255v5,.,.,1787,0,0,140,255,140255,10324,1,95,.
cm140255v5,.,.,3503,0,0,140,255,140255,10324,1,6,.
cm140325v5,.,.,3503,0,0,140,325,140325,326,1,6,.
cm140325v5,.,.,3866,0,0,140,325,140325,326,1,6,.
cm140365v5,.,.,2860,0,0,140,365,140365,329,1,2,.
cm140365v5,.,.,2923,0,0,140,365,140365,329,1,6,.
cm140620v5,.,.,3068,0,0,140,620,140620,331,1,6,.
cm140740v5,1000,1740000,258,130,159,140,740,140740,332,1,161,139
cm140740v5,.,.,3506,0,0,140,740,140740,332,1,6,.
cm145150v5,.,.,1025,0,0,145,150,145150,10333,2,29,.
cm145150v5,.,.,1026,13,13,145,150,145150,10333,2,133,.
cm145150v5,56661,36000,1027,56661,36000,145,150,145150,10333,2,202,124
cm145150v5,.,.,1028,13,13,145,150,145150,10333,2,133,.
cm145150v5,.,.,1029,0,0,145,150,145150,10333,2,12,.
cm145150v5,.,.,1082,0,0,145,150,145150,10333,2,95,.
cm145150v5,.,.,1179,0,0,145,150,145150,10333,2,4,.
cm145150v5,.,.,1182,0,0,145,150,145150,10333,2,4,.
cm145150v5,.,.,1183,0,0,145,150,145150,10333,2,4,.
cm145150v5,.,.,1211,0,0,145,150,145150,10333,2,29,.
cm145150v5,.,.,1601,0,0,145,150,145150,10333,2,6,.
cm145150v5,.,.,2128,0,0,145,150,145150,10333,2,4,.
cm145150v5,.,.,2129,0,0,145,150,145150,10333,2,29,.
cm145150v5,.,.,2130,0,0,145,150,145150,10333,2,29,.
cm145150v5,.,.,2131,0,0,145,150,145150,10333,2,29,.
cm145150v5,.,.,2132,0,0,145,150,145150,10333,2,53,.
cm145150v5,.,.,2133,13,13,145,150,145150,10333,2,133,.
cm145150v5,.,.,2134,0,0,145,150,145150,10333,2,12,.
cm145150v5,.,.,2135,0,0,145,150,145150,10333,2,6,.
cm145155v5,.,.,1184,0,0,145,155,145155,338,1,6,.
cm145155v5,.,.,1187,0,0,145,155,145155,339,1,12,.
cm145155v5,.,.,3009,0,0,145,155,145155,340,1,4,.
cm145155v5,.,.,1500,0,0,145,155,145155,10336,2,6,.
cm145155v5,.,.,1501,0,0,145,155,145155,10336,2,53,.
cm145155v5,.,.,1502,0,0,145,155,145155,10336,2,22,.
cm145155v5,.,.,1516,0,0,145,155,145155,10336,2,6,.
cm145155v5,1000,3000,1518,1000,273,145,155,145155,10336,2,176,64
cm145160v5,.,.,1600,0,0,145,160,145160,341,1,4,.
cm145160v5,.,.,2147,0,0,145,160,145160,342,1,2,.
cm145230v5,.,.,1482,375,97,145,230,145230,343,1,166,.
cm145255v5,.,.,3516,0,0,145,255,145255,344,1,6,.
cm145325v5,.,.,3516,0,0,145,325,145325,345,1,6,.
cm145740v5,.,.,3516,0,0,145,740,145740,346,1,6,.
cm150160v5,.,.,1586,0,0,150,160,150160,347,1,53,.
cm150160v5,.,.,2012,0,0,150,160,150160,347,1,95,.
cm150160v5,200000,10000,1590,18182,10000,150,160,150160,348,1,198,49
cm150160v5,.,.,1095,0,0,150,160,150160,349,1,53,.
cm150160v5,.,.,2047,0,0,150,160,150160,349,1,53,.
cm150160v5,.,.,2147,0,0,150,160,150160,350,1,2,.
cm150160v5,.,.,1208,13,13,150,160,150160,351,1,133,.
cm150160v5,.,.,1209,13,13,150,160,150160,351,1,133,.
cm150200v5,.,.,1629,0,0,150,200,150200,352,1,6,.
cm150255v5,.,.,3715,0,0,150,255,150255,353,1,6,.
cm150740v3,.,.,3715,0,0,150,740,150740,354,1,6,.
cm155160v5,.,.,1507,0,0,155,160,155160,355,1,6,.
cm155160v5,.,.,1093,0,0,155,160,155160,356,2,95,.
cm155160v5,.,.,1508,0,0,155,160,155160,356,2,95,.
cm155160v5,.,.,1509,0,0,155,160,155160,356,2,12,.
cm155160v5,.,.,1510,0,0,155,160,155160,356,2,53,.
cm155160v5,.,.,1511,0,0,155,160,155160,356,2,6,.
cm155160v5,.,.,1513,0,0,155,160,155160,356,2,29,.
cm155160v5,.,.,1633,0,0,155,160,155160,356,2,53,.
cm155160v5,.,.,2076,0,0,155,160,155160,356,2,53,.
cm155160v5,.,.,2077,0,0,155,160,155160,356,2,4,.
cm155160v5,.,.,2078,0,0,155,160,155160,356,2,4,.
cm155160v5,.,.,1097,0,0,155,160,155160,357,2,6,.
cm155160v5,.,.,1098,0,0,155,160,155160,357,2,6,.
cm155160v5,.,.,1099,0,0,155,160,155160,357,2,53,.
cm155160v5,.,.,1100,0,0,155,160,155160,357,2,4,.
cm155160v5,.,.,1101,0,0,155,160,155160,357,2,4,.
cm155160v5,.,.,1102,0,0,155,160,155160,357,2,4,.
cm155160v5,.,.,1608,0,0,155,160,155160,357,2,95,.
cm155160v5,.,.,1609,0,0,155,160,155160,357,2,53,.
cm155160v5,.,.,2079,0,0,155,160,155160,357,2,4,.
cm155160v5,.,.,2080,0,0,155,160,155160,357,2,95,.
cm155160v5,.,.,2081,0,0,155,160,155160,357,2,29,.
cm155160v5,.,.,2082,0,0,155,160,155160,357,2,29,.
cm155160v5,.,.,2083,0,0,155,160,155160,357,2,95,.
cm155160v5,.,.,2084,0,0,155,160,155160,357,2,53,.
cm155160v5,.,.,2085,0,0,155,160,155160,357,2,95,.
cm155160v5,.,.,2086,0,0,155,160,155160,357,2,29,.
cm155160v5,.,.,2087,0,0,155,160,155160,357,2,6,.
cm155200v5,.,.,1517,0,0,155,200,155200,358,1,2,.
cm155200v5,.,.,1643,0,0,155,200,155200,358,1,4,.
cm155200v5,.,.,1698,0,0,155,200,155200,359,1,6,.
cm155200v5,.,.,2840,0,0,155,200,155200,359,1,53,.
cm155200v5,.,.,4148,0,0,155,200,155200,360,1,6,.
